shopid,userid
7595687,143310680&185485630&47589342&69804464&53717319&138749803&178225862&5810442&15657632&12841996&131375087&12072617&95196741&182380446&184742247&190786354&145397243&182380446&184742247&190786354&6729479&9832146&67852544&118431905&6729479&67852544&78331143&118431905&8598462&60982907&67852544&78331143&15843169&75542717&103621622&107133821&28876943&94242436&99739915&28876943&80977115&99739915&28876943&80977115&99739915&213098147&64527242&89282996&169362227&55385101&64527242&89282996&169362227&55385101&89282996&97735455&169362227&237102&12812106&20805759&91688119&237102&12812106&20805759&36074929&237102&2901787&20805759&36074929&2901787&20805759&36074929&45383031&563130&23360806&114724384&563130&23360806&114724384&202717412&563130&70214776&114724384&163873272&202717412&150714382&163873272&215257260&21153923&58622975&150714382&215257260&18073468&46588321&172109940&180709697&18073468&46588321&50993914&172109940&180709697&42040999&46588321&50993914&172109940&180709697&42040999&46588321&50290562&50993914&172109940&180709697&747187&157522242&159088197&161502907&747187&108407879&157522242&159088197&747187&83371694&108407879&157522242&159088197&747187&11302568&83371694&108407879&157522242&159088197&747187&11302568&68537146&83371694&108407879&157522242&11302568&68537146&83371694&108407879&157522242&201828519&5022512&30969890&94369678&113121188&172780396&1391102&5022512&30969890&94369678&113121188&1391102&5022512&30969890&63569179&94369678&113121188&1391102&3682162&5022512&63569179&94369678&113121188&1391102&3682162&63569179&94369678&181385415&1391102&3682162&63569179&90867446&181385415&1391102&3682162&63569179&90867446&119014856&181385415&2212164&86490679&107557803&150373920&169191618
7599518,169043589&37332504&133539055&5364266&5364266&29313967&116507185
7876349,131776655&54249284
7924947,14503471&85389456&14503471&85389456&214688194&14503471&85389456&214688194&7286956&20140247&70143158&15133256&162751028&179493014&412797&87398800&152281259&87398800&152281259&213015115
8051258,139513243&139513243&6010136&139513243&4885206&82139704&82139704&107625604&107625604&205785539&69274116&205785539&98391381&119934751&119934751&158561672&35239739&119934751&158561672&179310655&213706059&46906359&179310655&213706059&31451090&154076397&31451090&154076397&198007710&212567&31451090&154076397&198007710&6103386&156688453&189085634&13012610&32863838&161633401&97462374&170322437&214741596&97462374&166218485&170322437&214741596&15960425&39951291&159811546&170690481&15960425&39951291&58489094&159811546&170690481&653759&30660184&42481269&54889430&653759&30660184&42481269&54889430&62342224&25774810&30660184&54889430&62342224&25774810&30660184&32690821&54889430&62342224
8076673,213559792&195501924&195501924&40334836&158279134
8092866,209854852&55568817&18414936&178179072&151825753&36296611&85042296&125533324&59146552&182805016&64425887&215276263&215251574&204010369&77240790&132165510&69037793&6268052
8121841,20829753&163687269&9765304&146614508&96077994&152093273
8275177,11600681&73174894
8360517,43567472&43567472&144711370&214919456&35085875&45323180&96553353&10848360&73267445&179683151
8362239,23075772&58759132&6719948&189310094&31749415&70181462&7356511&76811084&122677770&170586041&133018696&55170903&425354&75066774&15270851&34547979&201300189&26752621&36680801&160332783&26752621&33310065&36680801&160332783&4554951&21919441&115276792
8368571,22566165&214667565&115259207&115911947&172693846&50969294&86524604&203622298&101853497&90844672&50938946
8527682,143692381&196592522&188607328&41922484&135202646&162285311&119327871&115959076&115959076&31166730&175399764&1058234&31166730&175399764
8528033,188699663&149211619&39856083&29879939&31155135&175436973&184710199&35152356&100208882&129978516&40355302&127426278&45748&213717715&86637375
8566282,202679564&214931212&155827191&202679564&214931212&12294067&46233869&155827191&200360698&4441540&70612472&4441540&199002045&31374943&124349375&76564378&94090661
8715449,4182384&31867306&181628606&132454420&155238626&158561294&212642163&757001&88558277&118421948&214091650&757001&88558277&118421948&214091650&5687427&14819765&103947011&160980118&207219891&5687427&14819765&84757376&103947011&160980118&207219891&87599098&104243837&157535649&214484450&214907745&7906976&104783212&123448915&190216015&208724509&6297879&7906976&104783212&190216015&208724509&55648041&133194957&160280811&204257829&210177645
8930674,95735457&180387542&194262074&56672510&118906845&27635950&49296656&192799358&108041539&103691836&58319869&72039278&210374076&160860104&127640528&214010106&53121761&53121761
8966656,195357827&183419092&160691533&191739325&175335130&80989013&3433129&159450033&27343227&126538351&160470613
8996761,162508227&162508227&162508227
9153340,57133613&2716177&204894455&67341254&67341254&548263&67341254&548263&98735027&173886969&50770293&98735027&173886969&50770293&198974259&198974259&212311916&158332544&198974259&212311916&60215690&154445490&60215690&65509941&154445490&144464982&213235789&144464982&213235789&12207429&69486942&98735027&1840238&19716404&38286752&60406790&146469388&197569856&199056617&48715495&60406790&146469388&197569856&199056617
9175583,12696428&107746067&40721010&39657599&194465584&112223513&133013703&2654848&17469551&98734092&103568191&68706508&77645304&34970939&81307333&25390992&104303450&64463939&168198827&2266939
9176579,81789395&214137310&169579115&154247893&26712992&80712776&67301549&125518324&59576223&48591145&122808623&6033192&165151393&174605550&197959365&197959365&28919492&204310076&6098154&192181428&6098154&43058964&21695007&122773599
9208160,53075594&41758090&175208530&202624790&13128607&16560648&7066196&215407612&7533135&82381334&229062
9274692,67728437
9372692,53197884&103352379&53197884&71073195&103352379&67456727&160106990&67456727&135888292&1900974&42629834&1900974&179686042&77462028&137625462&8582501&215402381&124282327&142328076
9374147,126960343&177969890&198769778&175401871&177969890&198769778&15644334&34414319&98454990&34414319&82785087&98454990&36015785&125606042&157749311&36015785&121801967&125606042&157749311&4293522&32147085&103764430&4293522&32147085&103764430&177895377&3376491&89915234&195656836&3376491&52424741&89915234&195656836&3376491&52424741&69459211&195656836&1107483&45243124&95525296&150536008&182689294&124576063&179310878&191433486&193818524&65796483&124576063&179310878&191433486&193818524&64166137&65796483&124576063&179310878&191433486&193818524&12699310&47009774&61378017&120374192&137526578&195635167&12699310&47009774&61378017&120374192&137526578&195635167&2810709&12699310&47009774&61378017&120374192&137526578&195635167&2810709&12699310&13640977&120374192&137526578&163628685&2810709&12699310&13640977&40547699&120374192&137526578&163628685&49440112&61078020&70539201&77500129&139278080&181416232&213851663&49440112&61078020&70539201&77500129&139278080&181416232&208407203&213851663&73342653&85187042&110496906&118266912&129124982&145398899&193818524&16543250&24580013&30338088&46284814&50155899&137194759&191274618&2284360&16543250&24580013&30338088&46284814&50155899&137194759&191274618&256846&2284360&16543250&30338088&46284814&50155899&137194759&191274618&256846&2284360&7921563&16543250&30338088&46284814&50155899&137194759&191274618&256846&2284360&7921563&16543250&50155899&59299568&137194759&191274618&50639825&57655947&103855003&141136211&157924608&211900430&213339112&50639825&57655947&91953990&103855003&141136211&157924608&211900430&213339112&50639825&57655947&91953990&103855003&112535776&141136211&157924608&211900430&213339112&50639825&57655947&91953990&112535776&141136211&157924608&174520373&213339112&50639825&57655947&77123711&91953990&112535776&141136211&157924608&174520373&213339112&13723614&50639825&57655947&77123711&91953990&112535776&141136211&157924608&174520373&213339112&13723614&50639825&77123711&91953990&112535776&153337008&157924608&174520373&197584965&214721270&13723614&77123711&86089814&112535776&153337008&174520373&197584965&214721270&13723614&77123711&86089814&90692301&153337008&174520373&197584965&214721270&1607553&13723614&77123711&86089814&90692301&153337008&174520373&197584965&214721270&1607553&13723614&77123711&86089814&90692301&153337008&170088629&174520373&197584965&214721270&1607553&53134427&79158698&86089814&90692301&153337008&170088629&1607553&53134427&79158698&86089814&90692301&153337008&170088629&212990362&1607553&53134427&56076657&79158698&86089814&90692301&153337008&170088629&212990362&1607553&53134427&56076657&79158698&86089814&90692301&98988369&153337008&170088629&212990362&1607553&53134427&56076657&79158698&86089814&90692301&98988369&170088629&208407203&212990362&1607553&53134427&56076657&79158698&90692301&98988369&160240714&170088629&208407203&212990362&4751948&53134427&56076657&98988369&160240714&208407203&212990362&954796&4751948&53134427&56076657&98988369&160240714&208407203&212990362&954796&4751948&53134427&56076657&61646222&98988369&160240714&208407203&212990362&3821390&94059670&104162342&158294326&163230177&181613030&197203827&3821390&75672702&94059670&104162342&158294326&163230177&181613030&197203827&3821390&74324341&75672702&94059670&104162342&158294326&163230177&181613030&197203827&3821390&74324341&75672702&94059670&104162342&165459741&181613030&197203827&850496&28712654&63618497&96470129&102736031&170173395&212989248&850496&28712654&63618497&96470129&102736031&170173395&183732886&52967968&63318584&79985093&98046594&101863172&117565818&144747062&184742247&52967968&63318584&79985093&98046594&101863172&117565818&144747062&184742247&204106755&52967968&63318584&79985093&98046594&101863172&117565818&144747062&184742247&204106755
9382509,200341096&103274350&141242109
9420081,103260578&163062835&44804540&182154231&14955282&44804540&182154231&5551292&14955282&44804540&26012189&175942108&22710140&106815433&22710140&50156796&106815433&3821275&101338467&3821275&55064264&101338467&13592739&55064264&13592739&106007531&13592739&51607162&106007531&51607162&92719518&106007531&6357028&61395522&112318282&171833814&82357372&112318282&1669338&96865222&1669338&25250654&96865222&1669338&25250654&96865222&47270869&120044048&133747616&14658104&23419262&71645680&86321603&163062835&173747195&5598422&86321603&173747195&5598422&86321603&128589310&5598422&86321603&125178362&128589310&5598422&17454530&125178362&128589310&3400233&25825080&32425291&52844203&3400233&25825080&32425291&52844203&59282182
9463080,13660227&41017558
9465894,91720742&157060435&13535905&22731884&66121777&144282141&144282141
9466594,13301701&6309638&6309638&84811421&6309638&84811421&2141942&84811421&1539896&154197967&154536031&1539896&146094045&154197967&154536031&2464943&146094045&154536031&122875628&141353068&215449335
9641401,90437345&5143193&69520315&5143193&5790866&69520315&5790866&80924075&52581225&53642450&1007409&52581225&53642450&93859672&107830997&68330853&93859672&107830997&90176869&190207058&41644622&190207058&30001246&41644622&190207058&30001246&41644622&132781333&30001246&44789824&132781333&23173494&44789824&132781333&103738047&212469222&5198368&11031188&5198368&11031188&160763961&9749035&160763961&9749035&34999692&160763961&9749035&34999692&123355477&59454647&66304924&4169508&66304924&4169508&33211287&66304924&4416026&11641662&4416026&11641662&49849396&11641662&49849396&214652454&47008036&87194475&100856351&52253985&152802123&3895646&52253985&152802123&31915&3895646&152802123&4709253&102549318&4709253&102549318&4709253&88758082&4709253&88758082&101297044&1920137&101297044&154994380&1920137&20109390&154994380&1920137&11949694&20109390&154994380&29971128&88260055&180107977&29971128&67104292&88260055&180107977&2644669&34029702&49445707&2644669&22886079&49445707&2121376&5272171&19973352&2121376&5272171&16453864&19973352&2121376&16453864&19973352&197016954&2121376&6856707&16453864&197016954&6856707&16453864&31632046&197016954&1796719&33707462&168613766&1796719&33707462&35245290&168613766&1796719&33707462&35245290&168613766&1796719&20363162&33707462&35245290&168613766&32593041&112610015&192372209&198016646&16223553&32593041&112610015&192372209&16223553&32593041&87206362&112610015&192372209&16223553&32593041&87206362&112610015&179534492&192372209&86215980&87206362&157784569&179534492&86215980&87206362&106722860&157784569&179534492&58206775&86215980&87206362&106722860&157784569&179534492&58206775&81775779&86215980&106722860&4129538&81775779&124323031&152636693&3289555&4129538&124323031&152636693&3801132&107194899&163976249&194473424&3801132&107194899&133131109&163976249&194473424&3801132&32994593&107194899&133131109&163976249&194473424&3801132&32994593&47548335&107194899&133131109&163976249&32994593&47548335&107194899&133131109&163976249&171438388&14469468&47265359&47902373&145385480&171438388&14469468&47265359&47902373&85714903&145385480&171438388&14469468&44743370&47265359&47902373&85714903&14469468&44743370&47265359&84028865&85714903&14469468&44743370&47265359&66539379&84028865&85714903&44743370&47265359&66539379&70878478&84028865&85714903&43131979&44743370&66539379&70878478&84028865&85714903&43131979&44743370&66539379&70878478&84028865&43131979&44743370&66539379&70878478&84028865&17787&43131979&70878478&175866179&17787&43131979&70878478&175866179&207814602&481671&14337290&21278881&34504841&71512007&74128995&76846052&182947578&481671&14337290&34504841&40208687&71512007&74128995&76846052&182947578
9664839,77935461&12125732&17918810&36291998&17864695&137528469
9676950,75920855&86559100&43182246&167826379&43182246&130438257&167826379&785199&18952700&130438257&785199&18952700&128443024&18952700&20327042&128443024&151562453&196457896&19619886&76412902&19619886&76412902&120081330&29381126&76412902&120081330&29381126&64123713&120081330&29381126&64123713&197564761&64123713&87146823&197564761&76129305&188211288&57186800&76129305&188211288&8400175&201910905&8400175&116924258&21623476&101432350&54007065&55420630&937226&54007065&55420630&51930291&180707499&51930291&158353189&180707499&59133895&94006897&59133895&94006897&122074674&84672404&116966456&10981674&29927169&10981674&28482762&29927169&38345514&181080982&11736660&164548385&8382967&11736660&8382967&11736660&2901787&8382967&11736660&128270898&162874959&204110799&45213914&128270898&162874959&204110799&5221548&88229771&158463221&5221548&109997174&158463221&645146&56302618&94240350&645146&56302618&94240350&187218004
